Codigo,Descricao,Categoria,Quantidade,Local,Sublocal,Tecido,Cristais,Eletricista
034-0023,GARRAFA AVENCA BAIXA PINGENTE PRATEADO,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Sala Alberto Serruya,0,0,0
034-0024,GARRAFA MISSOURI (GRANDE),PEÇAS EM CRISTAL VARIADAS,NA,Armazem 500,Armazem 500,0,0,0
034-0025,GARRAFA MISSOURI (MÉDIA),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 2,0,0,0
034-0026,GARRAFA MISSOURI (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 3,0,0,0
034-0027,GARRAFAS COLORIDAS (GRANDE),PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0028,GARRAFAS COLORIDAS (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0029,JARRA BRANCO E ROSA ONDULADA (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Armazem 500,Armazem 500,0,0,0
034-0030,JARRA ROSA ONDULADA (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Maison Blue,Maison Blue,0,0,0
034-0031,LICOREIRA AMARELA,PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 3,0,0,0
034-0032,LICOREIRA AZULADA COM BORDA DOURADA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0033,LICOREIRA DE CRISTAL DOURADA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0034,LICOREIRA DE CRISTAL SEXTAVADA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0035,LICOREIRA DECÁGONO AZUL,PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 3,0,0,0
034-0036,LICOREIRA DOURADA LAPIDADA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0037,LICOREIRA DOURADA TRABALHADA (BUJUDINHA),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 1,0,0,0
034-0038,LICOREIRA LAPIDADA AZUL,PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 1,0,0,0
034-0039,LICOREIRA PARA VINHO (COD. 2481),PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 3,0,0,0
034-0040,LICOREIRA QUADRADA LAPIDADA VINHO,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0041,PETISQUEIRA DE VIDRO TRIANGULAR,PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 2,0,0,0
034-0042,SUQUEIRA DE CRISTAL COM TORNEIRA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0043,PORTA BOLO RETANGULAR EM CRISTAL,PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 4,0,0,0
034-0044,BOMBONIERE EM CRISTAL COM TAMPA (PEQUENA),PEÇAS EM CRISTAL VARIADAS,NA,Armazem 500,Armazem 500,1,0,0
034-0045,SUQUEIRA EM CRISTAL,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,0,0,0
034-0046,POMNCHEIRA EM CRISTAL COM DETALHES DOURADA,PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 4,0,0,0
034-0047,BOMBONIER CRISTAL BASE DESENHO MILHO S TAMPA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0048,BOMBONIER DE CRISTAL S PE LAPIDADA.,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area do Galpao,0,0,0
034-0049,BOMBONIER SEM TAMPA FORMATO FOLHA,PEÇAS EM CRISTAL VARIADAS,NA,Loja,Area da Entrada,1,0,0
034-0050,PONCHEIRA EM CRISTAL BASE DOURADA PARA 12 COPOS,PEÇAS EM CRISTAL VARIADAS,NA,Galpao,Setor 1,0,0,0
035-0001,CAMA REDONDA EM VIME,POLTRONAS,NA,Loja,Area da Entrada,0,0,0
035-0002,POLTRONA DOURADA COM VELUDO MARROM,POLTRONAS,NA,Galpao,Setor 2,0,0,0
035-0003,POLTRONA DOURADA E VELUDO MARROM 2 LUGARES,POLTRONAS,NA,Galpao,Setor 4,0,0,0
035-0004,POLTRONA 2 LUGARES DOURADA,POLTRONAS,NA,Galpao,Setor 3,0,0,0
035-0005,POLTRONA ACRÍLICA BEIGE,POLTRONAS,NA,Galpao,Setor 2,1,0,0
035-0006,POLTRONA BAMBU (ARTEFACTO),POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0007,POLTRONA BASE CROMADA BEGE,POLTRONAS,NA,Armazem 500,Armazem 500,0,0,0
035-0008,POLTRONA BASE CROMADA BRANCO GELO,POLTRONAS,NA,Galpao,Setor 2,0,0,0
035-0009,POLTRONA BASE CROMADA ESTAMPA BROCADA,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0010,POLTRONA BASE CROMADA LISTRA MARROM E BEGE,POLTRONAS,NA,Loja,Area da Entrada,0,0,0
035-0011,POLTRONA BASE CROMADA PRETA LISA,POLTRONAS,NA,Loja,Area da Entrada,1,0,0
035-0012,POLTRONA BEGE ESTAMPADA PÉ BRANCO,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0013,POLTRONA BEGE PÉ BRANCO,POLTRONAS,NA,Loja,Area da Entrada,0,0,0
035-0014,POLTRONA DE COURO MARROM CAPITONE DA ARTEFACTO,POLTRONAS,NA,Galpao,Setor 3,0,0,0
035-0015,POLTRONA ESCRITÓRIO PRESIDENTE COURO BRANCO,POLTRONAS,NA,Galpao,Setor 2,0,0,0
035-0016,POLTRONA ESTAMPA FLORES BEGE,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0017,POLTRONA ESTAMPA FLORES DOURADA,POLTRONAS,NA,Galpao,Setor 2,0,0,0
035-0018,POLTRONA LARANJA DE VIME,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0019,POLTRONA LUIS XV MARIA ANTONIETA,POLTRONAS,NA,Armazem 500,Armazem 500,0,0,0
035-0020,POLTRONA LUIS XV COR VINHO,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0021,POLTRONA LUIS XV DOURADA,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0022,POLTRONA MARFIM COM CAPITONE (MORCEGO),POLTRONAS,NA,Loja,Area da Entrada,0,0,0
035-0023,POLTRONA VERMELHA COM DOURADO COM DOIS PUFFS,POLTRONAS,NA,Loja,Area da Entrada,0,0,0
035-0024,POLTRONA MARROM VAZADA ASSENTO BEGE,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0025,POLTRONA PRATA TERCIDO BASE LISO,POLTRONAS,NA,Galpao,Setor 2,0,1,0
035-0026,POLTRONA PRATA TECIDO BROCADO,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0027,POLTRONA QUADRADA CINZA,POLTRONAS,NA,Galpao,Setor 3,0,0,0
035-0028,POLTRONA QUADRADA CINZA,POLTRONAS,NA,Loja,Area da Entrada,0,0,0
035-0029,POLTRONA QUADRADA VERMELHA,POLTRONAS,NA,Galpao,Setor 4,0,0,0
035-0030,POLTRONA EM MADEIRA COM TECIDO BEGE DE ALTO RELEVO,POLTRONAS,NA,Galpao,Setor 4,0,0,0
035-0031,POLTRONA COR CAQUI,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0032,POLTRONA BEGE COM TECIDO CINZA EM ALTO RELEVO,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0033,POLTRONA BEIGER PRETA,POLTRONAS,NA,Armazem 500,Armazem 500,0,0,0
035-0034,POLTRONA BAIXA COR CAQUI,POLTRONAS,NA,Galpao,Setor 2,0,0,0
035-0035,POLTRONA EM COURO MARROM COM DETALHES EM MADEIRA,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0036,POLTRONA BAIXA COM PÉ EM INOX COR CINZA,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0037,POLTRONA EM ESTAMPA GOIABA COM BRANCO PÉS BRANCOS,POLTRONAS,NA,Galpao,Setor 3,0,1,0
035-0038,POLTRONA MEDALHÃO DOURADA COM MARROM,POLTRONAS,NA,Galpao,Setor 2,0,0,0
035-0039,POLTRONA ESTAMPA COROA DE REI,POLTRONAS,NA,Galpao,Setor 2,0,0,0
035-0040,POLTRONA PRETA COM DOURADA IMPERIAL,POLTRONAS,NA,Loja,Area da Entrada,0,0,0
035-0041,POLTRONA BEGE COM PÉ EM MADEIRA (BAIXA),POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0042,POLTRONA EM TECIDO BRANCO COM BRAÇO E PÉ DE VIME,POLTRONAS,NA,Maison Blue,Maison Blue,0,0,0
035-0043,POLTRONA REVESTIDA COM TECIDO EM ARABESCO,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0044,POLTRONA MARROM TODA EM VIME,POLTRONAS,NA,Loja,Area do Galpao,0,0,0
035-0045,POLTRONA DE PLÁSTICO NA COR GELO,POLTRONAS,NA,Armazem 500,Armazem 500,0,1,0
036-0001,ESCADINHA ESPELHADA 3 DEGRAUS,PORTA-DOCES,NA,Galpao,Setor 1,0,0,0
036-0002,PORTA CUPCAKE 4 ANDARES,PORTA-DOCES,NA,Loja,Area da Entrada,0,0,0
036-0003,PORTA DOCE 2 ANDARES DA LINHA OURO,PORTA-DOCES,NA,Galpao,Setor 1,0,0,0
036-0004,PORTA DOCE EM CRISTAL BORDA DE BOLA,PORTA-DOCES,NA,Galpao,Setor 2,0,0,0
036-0005,PORTA DOCE EM CRISTAL BORDA DE DENTE,PORTA-DOCES,NA,Galpao,Setor 3,0,0,0
036-0006,PORTA DOCE EM CRISTAL BORDA DE FOLHA,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0007,PORTA DOCE EM CRISTAL FUNIL ALTO PÉ INOX,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,1
036-0008,PORTA DOCE EM CRISTAL FUNIL BAIXO PÉ INOX,PORTA-DOCES,NA,Galpao,Setor 4,0,0,0
036-0009,PORTA DOCE EM CRISTAL LAP PRATO - PE INOX,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0010,"PORTA DOCE EM CRISTAL QUADRADO (GRANDE) 0,43 CM",PORTA-DOCES,NA,Loja,Area da Entrada,0,0,0
036-0011,PORTA DOCE EM CRISTAL QUADRADO FUNDO 20 CM,PORTA-DOCES,NA,Galpao,Setor 1,0,0,0
036-0012,PORTA DOCE EM CRISTAL QUADRADO FUNDO 24 CM,PORTA-DOCES,NA,Galpao,Setor 3,0,0,0
036-0013,PORTA DOCE EM CRISTAL QUADRADO (PEQUENO),PORTA-DOCES,NA,Maison Blue,Maison Blue,0,0,0
036-0014,PORTA DOCE EM CRISTAL REDONDO COM BASE,PORTA-DOCES,NA,Loja,Setor Comercial,0,0,0
036-0015,PORTA DOCE EM CRISTAL BASE PRATA,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0016,PORTA DOCE DE PRATA 4 NÍVEIS,PORTA-DOCES,NA,Loja,Area da Entrada,0,0,0
036-0017,PORTA DOCE DE VIDRO PÉ EM VIDRO 3 NÍVEIS,PORTA-DOCES,NA,Galpao,Setor 2,0,0,0
036-0018,PORTA DOCE DE VIDRO 3 NÍVEIS,PORTA-DOCES,NA,Galpao,Setor 2,0,0,0
036-0019,PORTA DOCE EM PRATA CONE JUDAICO,PORTA-DOCES,NA,Loja,Setor Comercial,0,0,0
036-0020,PORTA DOCE ESTRELA,PORTA-DOCES,NA,Galpao,Setor 3,0,0,0
036-0021,PORTA DOCE MALHA METALICA,PORTA-DOCES,NA,Loja,Area da Entrada,0,0,0
036-0022,PORTA DOCE EM MDF BRANCO FLORAL ESTILO CARRINHO DE MAO,PORTA-DOCES,NA,Galpao,Setor 3,0,0,0
036-0023,PORTA DOCE EM MDF BRACO FLORAL QUADRADO (GRANDE),PORTA-DOCES,NA,Galpao,Setor 3,0,0,0
036-0024,PORTA DOCE EM MDF BRACO FLORAL QUADRADO (PEQUENO),PORTA-DOCES,NA,Galpao,Setor 3,0,0,0
036-0025,PORTA DOCE EM MDF BRACO FLORAL REDONDO (GRANDE),PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0026,PORTA DOCE EM MDF BRACO FLORAL REDONDO (PEQUENO),PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0027,PORTA DOCE EM MDF FLORES 3 NÍVEIS BRANCO,PORTA-DOCES,NA,Maison Blue,Maison Blue,0,0,0
036-0028,PORTA DOCE PÉ DE PRATA (TRONCO),PORTA-DOCES,NA,Armazem 500,Armazem 500,0,0,0
036-0029,PORTA DOCE PÉ PRATA CONE E PRATO DE CRISTAL,PORTA-DOCES,NA,Galpao,Setor 2,0,1,0
036-0030,PORTA DOCE RODA GIGANTE,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,1
036-0031,PORTA DOCE TRIPÉ DE PRATA,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0032,PORTA DOCE TRIPÉ DE VIDRO E INOX QUADRADO,PORTA-DOCES,NA,Armazem 500,Armazem 500,0,0,0
036-0033,PORTA DOCE TRIPÉ DE VIDRO E INOX REDONDO,PORTA-DOCES,NA,Loja,Setor Comercial,0,0,0
036-0034,PORTA DOCES CARROSSEL,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0035,PORTA DOCES EM PRATA ANJO 4 CÚPULAS,PORTA-DOCES,NA,Galpao,Setor 2,0,0,0
036-0036,PORTA DOCES TIPO ESTRELA DOIS ANDARES ROSA BEBE,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0037,MINI PORTA-DOCES DOIS NÍVEIS COM CRISTAIS NAS BORDAS,PORTA-DOCES,NA,Loja,Setor Comercial,0,0,0
036-0038,PORTA-DOCE COM PÉ PRATA COM CÚPULA DE PÉROLAS,PORTA-DOCES,NA,Armazem 500,Armazem 500,0,0,0
036-0039,PORTA-DOCE REDONDO COM PÉROLAS,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0040,PORTA-DOCE COM PÉ PRATA COM PÉROLAS,PORTA-DOCES,NA,Galpao,Setor 4,1,0,0
036-0041,PORTA-DOCE EM DOIS NÍVEIS NA PRATA COM PÉROLAS,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0042,PORTA-DOCE COM PÉ ALTO EM PRATA REDONDO COM PÉROLAS,PORTA-DOCES,NA,Galpao,Setor 4,0,0,0
036-0043,PORTA-DOCE DA LINHA OURO REDONDO COM PÉ ALTO,PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0044,PORTA DOCE COM CRISTAL DOURADO OVAL  PEQUENO,PORTA-DOCES,NA,Armazem 500,Armazem 500,0,0,0
036-0045,PORTA DOCE COM CRISTAL DOURADO OVAL (MÉDIO),PORTA-DOCES,NA,Loja,Area da Entrada,1,0,0
036-0046,PORTA DOCE COM CRISTAL DOURADO QUADRADO 31CM,PORTA-DOCES,NA,Galpao,Setor 3,0,0,0
036-0047,PORTA DOCE COM CRISTAL DOURADO REDONDO (GRANDE),PORTA-DOCES,NA,Loja,Area do Galpao,1,0,0
036-0048,PORTA DOCE COM CRISTAL DOURADO REDONDO (PEQUENO),PORTA-DOCES,NA,Loja,Area da Entrada,0,0,0
036-0049,PORTA DOCE DA LINHA OURO RETANGULAR (PEQUENO),PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0050,PORTA DOCE DA LINHA OURO RETANGULAR (MÉDIO),PORTA-DOCES,NA,Loja,Area do Galpao,0,0,0
036-0051,PORTA DOCE DA LINHA OURO RETANGULAR (GRANDE),PORTA-DOCES,NA,Galpao,Setor 3,0,0,0
036-0052,PORTA DOCE REDONDO COM ESPELHO 15 CM (BAIXO),PORTA-DOCES,NA,Galpao,Setor 2,0,0,0
036-0053,PORTA DOCE REDONDO COM ESPELHO 22 CM (MÉDIO),PORTA-DOCES,NA,Armazem 500,Armazem 500,0,0,0
036-0054,PORTA DOCE REDONDO COM ESPELHO 30 CM (ALTO),PORTA-DOCES,NA,Maison Blue,Maison Blue,0,0,0
037-0001,BALDE DE GELO EM PRATA SEC. XIX,PRATARIAS,NA,Galpao,Setor 2,0,1,0
037-0002,JARRA PRATA QUADRADA,PRATARIAS,NA,Loja,Area da Entrada,0,0,0
037-0003,PETISQUEIRA EM CONCHA 3 NÍVEIS PRATA,PRATARIAS,NA,Loja,Setor Comercial,0,0,0
037-0004,PETISQUEIRA EM FOLHA 3 NÍVEIS PRATA,PRATARIAS,NA,Loja,Area do Galpao,0,0,0
037-0005,SOPEIRA INGLESA ANTIGA LISA,PRATARIAS,NA,Galpao,Setor 2,0,0,0
037-0006,BALDE DE GELO EM PRATA PÉ ALTO,PRATARIAS,NA,Loja,Area do Galpao,0,0,0
037-0007,BALDE DE GELO PRATA E VIDRO COM ALÇA (PEQUENO),PRATARIAS,NA,Loja,Area da Entrada,0,0,0
037-0008,JARRO DE PRATA CRISTAL ANTIGO,PRATARIAS,NA,Galpao,Setor 2,0,0,0
037-0001,PUFF EM CAPITONE VERNIZ BRANCO 200 x 100,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0002,PUFF CENTRAL BEGE (ARTEFACTO),PUFFS,NA,Loja,Area da Entrada,0,0,0
037-0003,PUFF REDONDO AZUL THIFFANY,PUFFS,NA,Loja,Area do Galpao,1,0,0
037-0004,PUFF CORAÇÃO SALMÃO,PUFFS,NA,Galpao,Setor 3,0,0,0
037-0005,PUFF DE ACRÍLICO BRANCO,PUFFS,NA,Galpao,Setor 2,0,0,0
037-0006,PUFF DE ACRÍLICO PRATA,PUFFS,NA,Galpao,Setor 4,0,1,0
037-0007,PUFF DE ACRÍLICO PRETO,PUFFS,NA,Armazem 500,Armazem 500,0,0,0
037-0008,PUFF DE ACRÍLICO VERMELHO,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0009,PUFF ESTRELA BRANCO,PUFFS,NA,Galpao,Setor 2,0,0,0
037-0010,PUFF REDONDO AMARELO (GG),PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0011,PUFF FEIJÃO BRANCO,PUFFS,NA,Galpao,Setor 3,0,0,0
037-0012,PUFF ESTRELA DOURADO,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0013,PUFF ESTRELA PRATA,PUFFS,NA,Maison Blue,Maison Blue,0,0,0
037-0014,PUFF ILUMINADO POR CONTROLE REMOTO,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0015,PUFF REDONDO,PUFFS,NA,Galpao,Setor 2,0,0,0
037-0016,PUFF QUADRADO ESTILHO BOLACHÃO,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0017,"PUFF OVAL DE PELÚCIA MESCLADO 1,70 x 0,60 x 0,45",PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0018,PUFF DE PÉ CROMADO COM PELÚCIA BRANCO,PUFFS,NA,Armazem 500,Armazem 500,0,0,0
037-0019,PUFF DE PÉ CROMADO COM PELÚCIA PRETO,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0020,PUFF PRETO COM PÉ DOURADO,PUFFS,NA,Loja,Area do Galpao,1,0,0
037-0021,PUFF QUADRADO BRANCO,PUFFS,NA,Galpao,Setor 3,0,0,0
037-0022,PUFF QUADRADO DE PELÚCIA PRETO (GRANDE),PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0023,PUFF QUADRADO DE PELÚCIA MESCLADO (GRANDE),PUFFS,NA,Loja,Area da Entrada,0,0,0
037-0024,PUFF RETANGULAR BEGE,PUFFS,NA,Maison Blue,Maison Blue,0,0,0
037-0025,PUFF RETANGULAR BROCADO,PUFFS,NA,Maison Blue,Maison Blue,0,0,0
037-0026,PUFF REDONDO DOURADO,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0027,PUFF QUADRADO PELÚCIA PELE DE ONÇA (GRANDE),PUFFS,NA,Galpao,Setor 3,0,0,0
037-0028,PUFF RETANGULAR DE PELÚCIA MESCLADO,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0029,PUFF ROSA COM PÉ PRATA,PUFFS,NA,Loja,Area da Entrada,0,0,0
037-0030,PUFF TIPO FATIA PIZZA BRANCO,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0031,PUFF EM VIME,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0032,PUFF REDONDO BEGE ESTILO SOFÁ,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0033,PUFF RETANGULAR MARROM EM VIME,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0034,PUFF DE PELÚCIA BRANCO RETANGULAR COM PÉS INOX,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0035,PUFF QUADRADO NA COR CINZA,PUFFS,NA,Galpao,Setor 1,0,0,0
037-0036,PUFF FORMATO CORAÇÃO COR DE ROSA,PUFFS,NA,Loja,Area do Galpao,0,0,0
037-0037,PUFF FORMATO ESTRELA COR DE ROSA,PUFFS,NA,Loja,Area do Galpao,0,0,0
038-0001,PORTA RETRATO MURAL DOURADO,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0002,QUADRO CLASSIC INTERLUDE NO TEATRO,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0003,QUADRO MULHERES NEGRAS,QUADROS E MOLDURAS,NA,Galpao,Setor 3,0,0,0
038-0004,QUADRO CAKITOS SOUD AFRICA CEREUS,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0005,QUADRO CARROS ANTIGOS DE VIDRO,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0006,QUADRO CASA DO INTERIOR,QUADROS E MOLDURAS,NA,Galpao,Setor 3,0,0,0
038-0007,QUADRO DE PESSOAS DANÇANDO FUNDO BRANCO,QUADROS E MOLDURAS,NA,Galpao,Setor 4,1,0,0
038-0008,QUADRO DE PESSOAS DANÇANDO FUNDO VERMELHO,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0009,QUADRO DECORATIVO SIMPLES,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0010,"QUADRO DOURADO FLORES FORMATO RETRATO 0,45 x 0,60",QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0011,QUADRO ELVIS PRESLEY COM LED,QUADROS E MOLDURAS,NA,Armazem 500,Armazem 500,0,0,0
038-0012,QUADRO EUROPEU QUADRADO MOTIVO FLORES,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0013,QUADRO EUROPEU RETANGULAR VERTICAL MOTIVO FLORES,QUADROS E MOLDURAS,NA,Maison Blue,Maison Blue,0,0,0
038-0014,QUADRO EUROPEU RETANGULAR FINO MOTIVO FLORES,QUADROS E MOLDURAS,NA,Loja,Setor Comercial,0,0,0
038-0015,QUADRO FESTA ROADSIDE DINER POSTO,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0016,QUADRO FLORES EM CIMA DA MESA MOLDURA MARROM,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0017,QUADRO FLORES NO VASO (NO CHÃO),QUADROS E MOLDURAS,NA,Galpao,Setor 2,0,0,0
038-0018,QUADRO FLORES VERMELHAS E BRANCAS,QUADROS E MOLDURAS,NA,Galpao,Setor 1,0,1,0
038-0019,QUADRO FRUTAS MOLDURA BEGE,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0020,QUADRO LUMINOSO CINEMA,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0021,QUADRO LUMINOSO HARLEY DAVIDION,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0022,QUADRO LUMINOSO LUCKY CASSINO,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0023,QUADRO MEDALHAO DOURADO MOTIVO FLORES,QUADROS E MOLDURAS,NA,Galpao,Setor 2,0,0,0
038-0024,QUADRO MOTOCICLETA JL 164 (SOB POSTA),QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0025,QUADRO MOULIN ROUGE 45 x 55,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
038-0026,QUADRO MULHER MORENA,QUADROS E MOLDURAS,NA,Armazem 500,Armazem 500,0,0,0
038-0027,QUADRO MULHER NEGRA SENTADA,QUADROS E MOLDURAS,NA,Loja,Sala Alberto Serruya,1,0,0
038-0028,QUADRO MULHER NUA DEITADA MOLDDURA BRANCA,QUADROS E MOLDURAS,NA,Galpao,Setor 4,1,0,0
038-0029,QUADRO PARIS ARCO DO TRIUNFO RESTAURANTE,QUADROS E MOLDURAS,NA,Galpao,Setor 4,0,0,0
038-0030,QUADRO PARIS ARCO DO TRIUNFO,QUADROS E MOLDURAS,NA,Galpao,Setor 3,0,0,0
038-0031,QUADRO PARIS LA PRACE DU TERTRE,QUADROS E MOLDURAS,NA,Maison Blue,Maison Blue,0,0,0
038-0032,QUADRO PARIS MONTMARTRE E LE CONSULAT,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,1
038-0033,QUADRO PARIS TORRE E PONTE,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0034,QUADRO PINTURA FLOR MOLDURA PRETA,QUADROS E MOLDURAS,NA,Galpao,Setor 3,0,0,0
038-0035,QUADRO PISTA DE DANÇA,QUADROS E MOLDURAS,NA,Maison Blue,Maison Blue,0,0,0
038-0036,QUADRO REABOL BALÃO,QUADROS E MOLDURAS,NA,Loja,Sala Alberto Serruya,0,0,0
038-0037,QUADRO REABOL MENINOS,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0038,QUADRO ROADSIDE DINER,QUADROS E MOLDURAS,NA,Maison Blue,Maison Blue,0,0,0
038-0039,QUADRO SIMPLES 40 x 50,QUADROS E MOLDURAS,NA,Loja,Setor Comercial,1,0,0
038-0040,QUADROS CASAL DANCANDO FUNDO VERMELHO,QUADROS E MOLDURAS,NA,Galpao,Setor 2,0,0,1
038-0041,QUADROS TEMATICOS 5 PEÇAS MARILYN MONROE,QUADROS E MOLDURAS,NA,Armazem 500,Armazem 500,0,0,0
038-0042,QUADROS TEMATICOS MARILYN MONROE 90 x 30,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0043,QUADROS TEMATICOS BIG BEN 5 PEÇAS,QUADROS E MOLDURAS,NA,Maison Blue,Maison Blue,0,0,0
038-0044,QUADROS TEMATICOS BIG BEN,QUADROS E MOLDURAS,NA,Loja,Area da Entrada,0,0,0
038-0045,QUADROS TEMATICOS NOVA IORQUE,QUADROS E MOLDURAS,NA,Loja,Area do Galpao,0,0,0
039-0001,RELÓGIO ANTIGO DE MADEIRA,RELÓGIOS,NA,Loja,Setor Comercial,0,0,0
039-0002,RELÓGIO COM CRISTAL,RELÓGIOS,NA,Loja,Area do Galpao,0,0,0
039-0003,RELÓGIO COM PENDULO (GRANDE),RELÓGIOS,NA,Loja,Area do Galpao,0,0,0
039-0004,RELÓGIO COM PENDULO (PEQUENO),RELÓGIOS,NA,Galpao,Setor 3,0,0,0
039-0005,RELÓGIO DE MESA PARIS FOLHA PÁSSARO,RELÓGIOS,NA,Loja,Area do Galpao,0,0,0
039-0006,RELÓGIO DE PAREDE DOURADO,RELÓGIOS,NA,Loja,Area do Galpao,0,0,0
